name	x	y	z
A3	0.08	0.05	0.05
A4	0.07	0.05	0.06
A6	0.04	0.05	0.09
A7	0.02	0.05	0.09
A8	0.07	0.07	-0.02
A10	0.06	0.06	0.02
A11	0.06	0.06	0.05
A12	0.05	0.06	0.06
A15	0.06	0.07	-0.04
A16	0.06	0.07	-0.01
A17	0.05	0.07	0.01
A18	0.04	0.07	0.03
A19	0.04	0.07	0.05
A20	0.01	0.07	0.06
A21	-0.01	0.07	0.06
A22	0.05	0.07	-0.03
A23	0.04	0.07	-0.01
A24	0.03	0.07	0.01
A25	0.02	0.07	0.03
A27	-0.02	0.08	0.04
A28	0.03	0.07	-0.02
A29	0.02	0.07	-0.01
A30	0.01	0.07	0.01
A31	-0.01	0.08	0.01
A32	-0.03	0.07	0.02
B1	0.04	0.04	0.09
B2	0.04	0.02	0.11
B3	0.05	-0.00	0.11
B4	0.04	-0.02	0.11
B5	0.05	-0.04	0.09
B6	0.03	0.04	0.10
B7	0.01	0.02	0.11
B8	0.03	0.00	0.11
B10	0.02	-0.04	0.10
B11	0.00	0.04	0.10
B12	0.00	-0.00	0.11
B13	0.00	-0.04	0.10
B14	-0.01	0.05	0.09
B15	-0.02	0.04	0.10
B16	-0.04	0.02	0.10
B17	-0.03	-0.00	0.11
B18	-0.04	-0.02	0.10
B19	-0.03	-0.04	0.10
B20	-0.01	-0.06	0.08
B21	-0.04	0.05	0.08
B22	-0.05	0.04	0.09
B23	-0.07	0.02	0.09
B24	-0.05	0.00	0.10
B25	-0.07	-0.02	0.09
B28	-0.06	0.05	0.08
B29	-0.07	0.04	0.08
B30	-0.08	0.00	0.09
B31	-0.07	-0.03	0.08
B32	-0.06	-0.05	0.08
C1	-0.05	0.04	-0.10
C2	-0.07	0.02	-0.10
C3	-0.09	0.05	-0.01
C4	-0.10	0.04	-0.00
C5	-0.10	0.02	0.01
C6	-0.10	0.00	0.02
C7	-0.10	-0.02	0.01
C8	-0.10	-0.04	-0.00
C9	-0.08	-0.06	-0.00
C11	-0.05	-0.04	-0.10
C12	-0.09	0.04	-0.02
C13	-0.10	0.02	-0.01
C14	-0.11	0.00	0.00
C15	-0.10	-0.02	-0.01
C16	-0.09	-0.04	-0.02
C17	-0.08	0.04	-0.04
C18	-0.10	0.02	-0.03
C19	-0.10	0.00	-0.02
C20	-0.10	-0.02	-0.03
C21	-0.08	-0.05	-0.04
C22	-0.07	0.04	-0.06
C23	-0.09	0.02	-0.05
C24	-0.10	0.00	-0.04
C25	-0.09	-0.02	-0.05
C26	-0.07	-0.04	-0.06
C27	-0.06	0.04	-0.08
C28	-0.07	0.02	-0.07
C29	-0.08	-0.00	-0.07
C30	-0.08	-0.02	-0.07
C31	-0.06	-0.04	-0.08
C32	-0.07	-0.00	-0.09
D1	0.01	-0.06	0.08
D2	0.03	-0.06	0.08
D3	0.05	-0.05	0.07
D4	0.06	-0.05	0.06
